Level Edit Preset Export.  Class ID: 12304


Name	Preset ID	Health	HealthMax	Skin	ShieldStrength	ShieldStrengthMax	Shield Type	DamagePoints	DeathPoints	InfoIconTextureFilename	Encyclopedia Type	PlayerType	EncyclopediaID	NotTargetable	BullseyeOffsetZ	Radar Blip Type	Animation	DefaultHibernationEnable	AllowInnateConversations	UseCreationEffect	Orator Type	WeaponTiltRate	WeaponTiltMin	WeaponTiltMax	WeaponTurnRate	WeaponTurnMin	WeaponTurnMax	WeaponError	WeaponRounds	SightRange	SightArc	ListenerScale	IsStealthUnit	TypeName	Fire0Anim	Fire1Anim	Profile	TurnRadius	SquishVelocity	Aim2D	Type	OccupantsVisible	EngineSoundMaxPitchFactor	SightDownMuzzle	NumSeats	CanBeStolen	AllowStealthWhileEmpty	
Allied_Turret	82080030	312.500000	312.500000	63	0.000000	0.000000	0	0.000000	40.000000	always\hud\targeting\objects\i_turret.tga	3	1	0	0	1.000000	3		0	0	0	999	8.726646	-0.436332	0.610865	3.141593	-9999.999023	9999.999023	0.006109	-1	140.000000	6.280000	5.000000	0				Turret	0.000000	5.000000	0	4	0	2.000000	1	0	0	0	
Vehicle_Allied_Light_Tank	82080052	300.000000	300.000000	49	300.000000	300.000000	27	0.000000	35.000000	always\hud\targeting\vehicles\i_apc.tga	2	1	9	0	1.000000	2		1	0	0	999	5.759587	-0.261799	0.785398	5.759587	-17453.275391	17453.275391	0.872665	-1	20.000000	6.280000	1.000000	0				APC	15.000000	3.000000	1	1	0	1.400000	0	1	1	0	
Vehicle_Allied_Ore_Truck	82080029	1200.000000	1200.000000	50	1200.000000	1200.000000	28	0.000000	30.000000	always\hud\targeting\vehicles\i_harvester.tga	2	1	11	0	2.000000	2		0	0	0	999	1.000074	-9999.999023	9999.999023	1.000074	-9999.999023	9999.999023	0.872665	-1	10.000000	6.280000	1.000000	0				Nod_Harvester	0.000000	2.000000	1	1	0	2.000000	0	1	0	1	
Vehicle_Soviet_Ore_Truck	82080024	1200.000000	1200.000000	50	1200.000000	1200.000000	28	0.000000	30.000000	always\hud\targeting\vehicles\i_harvester.tga	2	0	28	0	2.000000	2		0	0	0	999	1.000074	-9999.999023	9999.999023	1.000074	-9999.999023	9999.999023	0.872665	-1	10.000000	45.000000	1.000000	0				NOD_Harvester	0.000000	2.000000	1	1	0	2.000000	0	1	0	1	
Allied_Pillbox	82080097	190.000000	190.000000	63	0.000000	0.000000	38	0.000000	30.000000	always\hud\targeting\people\i_nod_trooper.tga	3	1	0	0	0.000000	3		0	0	0	999	12.217305	-0.785398	0.785398	12.217305	-9999.999023	9999.999023	0.001745	-1	300.000000	12.559999	100.000000	0				Turret	0.000000	5.000000	0	4	0	2.000000	1	0	0	0	
Vehicle_Allied_Ranger	82080121	150.000000	150.000000	48	150.000000	150.000000	26	0.000000	30.000000	always\hud\targeting\vehicles\i_humm-vee.tga	2	1	13	0	1.000000	2		1	0	0	999	12.566371	-0.436332	1.047198	6.283185	-9999.999023	9999.999023	0.872665	-1	0.000000	6.280000	1.000000	0				Ranger	6.000000	15.000000	1	0	0	5.200000	0	1	1	0	
Vehicle_Soviet_Hind	82080124	300.000000	300.000000	60	300.000000	300.000000	60	0.000000	50.000000	always\hud\targeting\vehicles\i_apache.tga	2	0	20	0	0.000000	2		1	0	0	999	4.712389	-1.308997	0.523599	4.712389	-9999.999023	9999.999023	0.000000	999	50.000000	6.280000	1.000000	0				Hind_Gunship	20.000000	90000.000000	1	3	0	1.200000	0	1	1	0	
Vehicle_Allied_Medium_Tank	82080026	400.000000	400.000000	50	400.000000	400.000000	28	0.000000	40.000000	always\hud\targeting\vehicles\i_medium_tank.tga	2	1	15	0	1.000000	2		1	0	0	999	1.745329	-0.261799	0.785398	4.712389	-9999.999023	9999.999023	0.872665	-1	50.000000	6.280000	1.000000	0				Medium_Tank	0.000000	2.000000	1	1	0	1.250000	1	1	1	0	
Allied_AA_Gun	82080128	188.000000	188.000000	63	0.000000	0.000000	31	0.000000	30.000000	always\hud\targeting\people\i_nod_trooper.tga	3	1	0	0	0.000000	3		1	0	0	999	2.094395	-0.785398	1.588250	4.188790	-9999.999023	9999.999023	0.000000	-1	130.000000	6.283185	3.000000	0				Turret	0.000000	5.000000	0	4	0	2.000000	1	0	0	0	
Vehicle_Allied_Ore_Truck_Player	82080141	999.000000	999.000000	50	999.000000	999.000000	28	0.000000	30.000000	always\hud\targeting\vehicles\i_harvester.tga	2	1	11	0	2.000000	2		0	0	0	999	1.000074	-9999.999023	9999.999023	1.000074	-9999.999023	9999.999023	0.872665	0	0.000000	6.280000	1.000000	0				Ore_Truck	0.000000	2.000000	1	1	0	2.000000	0	1	1	0	
Vehicle_Soviet_Ore_Truck_Player	82080144	999.000000	999.000000	50	999.000000	999.000000	28	0.000000	30.000000	always\hud\targeting\vehicles\i_harvester.tga	2	0	28	0	2.000000	2		0	0	0	999	1.000074	-9999.999023	9999.999023	1.000074	-9999.999023	9999.999023	0.872665	0	0.000000	6.280000	1.000000	0				Ore_Truck	0.000000	2.000000	1	1	0	2.000000	0	1	1	0	
Allied_Pillbox_Destroyed	82080037	163.000000	163.000000	1	0.000000	0.000000	1	0.000000	0.000000	always\hud\targeting\people\i_nod_trooper.tga	3	1	0	1	0.000000	0		1	0	0	999	1.000074	-0.174533	0.174533	3.146829	-9999.999023	9999.999023	0.001745	-1	100.000000	12.566371	1.000000	0				Turret	0.000000	5.000000	0	4	0	2.000000	1	0	0	0	
Allied_Turret_Destroyed	82080176	250.000000	250.000000	1	0.000000	0.000000	1	0.000000	0.000000	always\hud\targeting\objects\i_turret.tga	3	1	0	1	1.000000	3		0	0	0	999	8.726646	-0.174533	0.174533	8.726646	-9999.999023	9999.999023	0.006109	-1	100.000000	6.283185	2.000000	0				Turret	0.000000	5.000000	0	4	0	2.000000	1	0	0	0	
Vehicle_Soviet_Demolition_Truck	82080182	110.000000	110.000000	48	35.000000	35.000000	26	0.100000	50.000000	always\hud\targeting\people\i_nod_trooper.tga	2	0	25	0	0.000000	2		1	0	0	999	0.999899	-9999.999023	9999.999023	0.999899	-9999.999023	9999.999023	0.000000	-1	0.000000	6.280000	1.000000	0				Truck	0.000000	5.000000	1	0	0	2.000000	0	1	1	0	
Vehicle_Soviet_AttSub	82080185	250.000000	250.000000	40	250.000000	250.000000	40	0.100000	80.000000		2	0	35	0	1.000000	2		1	0	0	999	3.141593	-9999.999023	9999.999023	3.141593	-9999.999023	9999.999023	0.872665	-1	50.000000	6.280000	1.000000	0				Sub	1.000000	5.000000	1	3	0	1.100000	0	1	1	0	
Vehicle_Soviet_MAD_Tank	82080188	400.000000	400.000000	50	400.000000	400.000000	28	0.000000	100.000000	always\hud\targeting\vehicles\i_mammoth_tank.tga	2	0	14	0	2.000000	2		1	0	0	999	2.094395	-0.261799	0.785398	2.094395	-9999.999023	9999.999023	0.013963	-1	60.000000	6.280000	1.000000	0				Mammoth_Tank	15.000000	2.000000	1	1	0	2.000000	1	1	1	0	
Vehicle_Allied_Supply_Truck	82080189	110.000000	110.000000	48	110.000000	110.000000	26	0.000000	15.000000	always\hud\targeting\people\i_nod_trooper.tga	2	1	25	0	0.000000	2		1	0	0	999	0.999899	-9999.999023	9999.999023	0.999899	-9999.999023	9999.999023	0.000000	-1	0.000000	6.280000	1.000000	0				Truck	0.000000	10.000000	1	0	0	1.800000	0	5	1	0	
Vehicle_Soviet_Supply_Truck	82080190	110.000000	110.000000	48	110.000000	110.000000	26	0.000000	15.000000	always\hud\targeting\people\i_nod_trooper.tga	2	0	25	0	0.000000	2		1	0	0	999	0.999899	-9999.999023	9999.999023	0.999899	-9999.999023	9999.999023	0.000000	-1	0.000000	6.280000	1.000000	0				Truck	0.000000	10.000000	1	0	0	1.800000	0	5	1	0	
Vehicle_Allied_Gunboat	82080193	200.000000	200.000000	39	200.000000	200.000000	39	0.100000	60.000000	always\hud\targeting\people\i_gdi_troop.tga	2	1	10	0	1.000000	2		1	0	0	999	1.000074	-1.007928	1.007928	3.141593	-2.356194	2.356194	0.872665	-1	0.000000	6.280000	1.000000	0				Allied_Gunboat	15.000000	5.000000	1	0	0	2.000000	0	1	1	0	
Vehicle_Soviet_MisSub	82080195	150.000000	150.000000	40	150.000000	150.000000	40	0.100000	150.000000		2	0	35	0	1.000000	2		1	0	0	999	3.141593	-9999.999023	9999.999023	3.141593	-9999.999023	9999.999023	0.000000	-1	50.000000	6.280000	1.000000	0				Sub	1.000000	5.000000	1	3	0	1.100000	0	1	1	0	
Vehicle_Allied_Apache_Tan	82080206	200.000000	200.000000	42	200.000000	200.000000	42	0.000000	55.000000	always\hud\targeting\vehicles\i_apache.tga	2	1	20	0	1.000000	2		1	0	0	999	3.141593	-1.308997	0.000000	3.141593	-9999.999023	9999.999023	0.000000	6	50.000000	6.280000	1.000000	0				Longbow	15.000000	90000.000000	1	3	0	1.200000	0	1	1	0	
Vehicle_Allied_Apache_Gray	82080207	200.000000	200.000000	42	200.000000	200.000000	42	0.000000	55.000000	always\hud\targeting\vehicles\i_apache.tga	2	1	20	0	1.000000	2		1	0	0	999	3.141593	-1.308997	0.000000	3.141593	-9999.999023	9999.999023	0.000000	6	50.000000	6.280000	1.000000	0				Longbow	15.000000	90000.000000	1	3	0	1.200000	0	1	1	0	
ChurchDoor	82080210	100.000000	100.000000	0	0.000000	0.000000	0	1.000000	0.000000	always\hud\targeting\people\i_nod_trooper.tga	3	-2	0	1	0.000000	0		1	0	0	999	1.000074	-9999.999023	9999.999023	1.000074	-9999.999023	9999.999023	0.872665	-1	0.000000	0.000000	1.000000	0					0.000000	5.000000	0	0	1	2.000000	0	2	0	0	
Vehicle_Allied_Phase_Tank_Forest	82080219	150.000000	150.000000	49	150.000000	150.000000	27	0.000000	60.000000	always\hud\targeting\vehicles\i_apc.tga	2	1	9	0	1.000000	2		1	0	0	999	3.141593	-0.087266	0.523599	3.141593	-17453.275391	17453.275391	0.013963	-1	20.000000	6.280000	1.000000	1				APC	15.000000	3.000000	1	1	0	1.400000	0	1	1	0	
Vehicle_Allied_Phase_Tank_Desert	82080220	150.000000	150.000000	49	150.000000	150.000000	27	0.000000	60.000000	always\hud\targeting\vehicles\i_apc.tga	2	1	9	0	1.000000	2		1	0	0	999	3.141593	-0.087266	0.523599	3.141593	-17453.275391	17453.275391	0.013963	-1	20.000000	6.280000	1.000000	1				APC	15.000000	3.000000	1	1	0	1.400000	0	1	1	0	
Vehicle_Allied_Phase_Tank_Snow	82080221	150.000000	150.000000	49	150.000000	150.000000	27	0.000000	60.000000	always\hud\targeting\vehicles\i_apc.tga	2	1	9	0	1.000000	2		1	0	0	999	3.141593	-0.087266	0.523599	3.141593	-17453.275391	17453.275391	0.013963	-1	20.000000	6.280000	1.000000	1				APC	15.000000	3.000000	1	1	0	1.400000	0	1	1	0	
Vehicle_Allied_MRJ_Forest	82080223	120.000000	120.000000	49	120.000000	120.000000	27	0.000000	25.000000		2	1	33	0	0.000000	0		1	0	0	999	0.999899	0.000000	0.000000	0.999899	0.000000	0.000000	0.000000	0	0.000000	0.000000	1.000000	0				SOV_Tesla_Tank	10.000000	2.000000	1	1	0	3.000000	0	1	1	0	
Vehicle_Allied_MRJ_Snow	82080224	120.000000	120.000000	49	120.000000	120.000000	27	0.000000	25.000000		2	1	33	0	0.000000	0		1	0	0	999	0.999899	0.000000	0.000000	0.999899	0.000000	0.000000	0.000000	0	0.000000	0.000000	1.000000	0				SOV_Tesla_Tank	10.000000	2.000000	1	1	0	3.000000	0	1	1	0	
Vehicle_Allied_MRJ_Urban	82080225	120.000000	120.000000	49	120.000000	120.000000	27	0.000000	25.000000		2	1	33	0	0.000000	0		1	0	0	999	0.999899	0.000000	0.000000	0.999899	0.000000	0.000000	0.000000	0	0.000000	0.000000	1.000000	0				SOV_Tesla_Tank	10.000000	2.000000	1	1	0	3.000000	0	1	1	0	
Vehicle_Soviet_Hind_Snow	82080227	300.000000	300.000000	60	300.000000	300.000000	60	0.000000	50.000000	always\hud\targeting\vehicles\i_apache.tga	2	0	20	0	0.000000	2		1	0	0	999	4.712389	-1.308997	0.087266	4.712389	-9999.999023	9999.999023	0.000000	999	50.000000	6.283185	1.000000	0				Hind_Gunship	20.000000	90000.000000	1	3	0	1.200000	0	1	1	0	
Vehicle_Allied_LST	82080021	200.000000	200.000000	39	200.000000	200.000000	39	0.100000	40.000000	always\hud\targeting\vehicles\i_apc.tga	2	1	9	0	1.000000	2		1	0	0	999	3.141593	-0.523599	1.047198	3.141593	-1.047198	1.047198	0.872665	0	20.000000	6.280000	1.000000	0				Mammoth_Tank	15.000000	3.000000	1	1	0	1.400000	0	5	1	0	
Vehicle_Civ_Cargotruck	82080023	110.000000	110.000000	48	110.000000	110.000000	26	0.000000	20.000000		2	1	25	0	0.000000	2		1	0	0	999	0.999899	-9999.999023	9999.999023	0.999899	-9999.999023	9999.999023	0.000000	0	50.000000	6.283185	1.000000	0				Truck	0.000000	5.000000	1	0	0	2.000000	0	1	0	0	
Allied_AA_Gun_Dead	82080036	150.000000	150.000000	1	0.000000	0.000000	1	0.000000	15.000000	always\hud\targeting\people\i_nod_trooper.tga	3	1	0	1	0.000000	0		1	0	0	999	1.047198	-0.785398	1.588250	2.094395	-9999.999023	9999.999023	0.000000	-1	130.000000	6.283185	3.000000	0				Turret	0.000000	5.000000	0	4	0	2.000000	1	0	0	0	
Allied_GapGenerator	82080038	300.000000	300.000000	63	0.000000	0.000000	0	0.000000	50.000000	always\hud\targeting\people\i_nod_trooper.tga	3	1	0	0	0.000000	3	d_al_ggen.d_al_ggen_a	0	0	0	999	87.266464	-1.570796	1.396263	87.266464	-8726.646484	8726.646484	0.000000	-1	230.000000	6.280000	1.000000	0				Turret	0.000000	5.000000	0	4	0	2.000000	0	0	0	0	
Civilian or Hostile	82080042	100.000000	100.000000	0	0.000000	0.000000	0	1.000000	0.000000	always\hud\targeting\people\i_nod_trooper.tga	3	-2	0	0	0.000000	0		1	0	0	999	1.000074	-9999.999023	9999.999023	1.000074	-9999.999023	9999.999023	0.872665	-1	0.000000	0.000000	1.000000	0					0.000000	5.000000	0	0	1	2.000000	0	2	0	0	
Vehicle_Allied_Apache	82080044	200.000000	200.000000	42	200.000000	200.000000	42	0.000000	55.000000	always\hud\targeting\vehicles\i_apache.tga	2	1	20	0	1.000000	2		1	0	0	999	3.141593	-1.308997	0.000000	3.141593	-9999.999023	9999.999023	0.000000	6	50.000000	6.280000	1.000000	0				Longbow	15.000000	90000.000000	1	3	0	1.200000	0	1	1	0	
Soviet_SAM_Site_Destroyed	82080043	300.000000	300.000000	1	0.000000	0.000000	1	0.000000	0.000000		3	0	0	1	1.000000	3		0	0	0	999	1.570796	-0.362156	0.798488	1.570796	-9999.999023	9999.999023	0.017453	-1	100.000000	6.283185	1.000000	0				Turret	0.000000	5.000000	0	4	0	2.000000	1	0	0	0	
Allied_Camo_Pillbox	82080046	200.000000	200.000000	38	0.000000	0.000000	38	0.000000	35.000000	always\hud\targeting\people\i_nod_trooper.tga	3	1	0	0	0.000000	3		1	0	0	999	1.000074	-0.174533	0.349066	3.146829	-9999.999023	9999.999023	0.001745	-1	100.000000	12.566371	1.000000	1				Turret	0.000000	5.000000	0	4	0	2.000000	1	0	0	0	
